Nom_de_la_gare;Code_postal;depart;Total_frequentation_2020;Total_frequentation_2019;Total_frequentation_2018;Total_frequentation_2017;Total_frequentation_2016;Total_frequentation_2015
Thieux - Nantouillet;77230;77;13871;25362;22740;25483;22954;20529
Moret - Veneux-les-Sablons;77250;77;785471;1436155;1504220;1580699;1626767;1669911
Cergy Préfecture;95800;95;6692312;12236286;12279673;12347999;12213175;11996226
Lus-la-Croix-Haute;26620;26;3261;5455;4526;5880;5329;5950
Baule;45130;45;8932;16635;14919;12138;11273;11778
Thiviers;24800;24;94638;136739;125027;151820;147269;144507
Moreuil;80110;80;150582;192160;179575;171719;176991;183064
Cernay (Val-d'Oise);95120;95;1637839;2994643;3036288;3047339;3026905;2993023
Luttenbach-près-Munster;68140;68;6372;10194;10932;9463;8825;7398
Béard;58160;58;295;334;580;609;1304;2292
Thouaré-sur-Loire;44470;44;21021;34328;28424;26021;24234;28114
Morlaix;29600;29;514229;759804;688755;725474;688424;678993
Châbons;38690;38;44628;53351;51640;53309;50770;47815
Lutzelhouse;67130;67;133813;146189;164963;190586;189235;198824
Beaulieu-sur-Mer;06310;6;412145;725090;627124;676721;576607;565969
Thuès les Bains;66360;66;416;271;425;363;297;354
Morvillars;90120;90;5663;5243;138;0;0;0
Chamarande;91730;91;97082;177504;188475;201279;210255;220105
Lyon Perrache;69286;69;5669298;9782065;7471166;7619399;7412715;7441559
Belfort;90000;90;969907;1405671;1258503;1432741;1324520;1449299
Tiercé;49125;49;67589;153434;180477;181367;181547;183633
Mouchard;39330;39;123580;131374;121629;152411;163984;173871
Chamonix-Mont-Blanc;74400;74;125916;188349;168310;178591;179657;190371
Mâcon;71000;71;1049012;1538573;1418697;1528102;1435012;1548756
Bergues;59380;59;157197;253447;223631;227120;213092;223800
Torfou-Sèvremoine;49660;49;11924;12669;6395;9837;10326;7652
Mussidan;24400;24;141433;242059;196349;208577;188897;192306
Champ de Courses d'Enghien;95230;95;1146691;2096797;2066509;2072979;2155045;2229912
Magenta;75010;75;23527091;43016926;44197645;45366168;45730527;45905097
Bertry;59980;59;4525;8199;7001;5685;5869;6637
Touët-de-l'Escarène;06440;6;2130;3107;2585;3027;2368;2019
Mutzig;67190;67;244589;317546;305163;323407;306121;299946
Champagne-sur-Oise;95660;95;187365;342276;353481;344530;320066;296487
Magland;74300;74;18143;24673;18787;21825;16746;20754
Beslé;44290;44;15975;28946;24110;22423;20650;20567
Toulouse Matabiau;31500;31;9764219;12682275;11169532;13217176;12229899;12833736
Nançois - Tronville;55500;55;664;866;858;892;855;1434
Champagne-sur-Seine;77430;77;283539;518423;505753;497079;478155;457828
Magneux - Courlandon;51170;51;15304;14861;17563;24648;25897;19094
Beuvrages;59192;59;913;2320;1776;2968;2329;3170
Tours;37000;37;3940268;6202721;5863480;6095416;5801365;5944257
Nancy;54000;54;7818924;12270397;11488407;11956406;11565247;11997104
Charmes;88130;88;299457;391461;345574;355509;350562;360765
Maintenon;28130;28;1150420;1541122;1482831;1512294;1509774;1520697
Béziers;34500;34;1039108;1411274;1517639;1802366;1717923;1572243
Trappes;78190;78;2260658;4133446;4193129;4291263;4324488;4341910
Nanterre Université;92000;92;3437362;6286199;6151526;6084600;5890393;5665620
Château-Arnoux-Saint-Auban;04160;4;7155;18133;31432;40836;38741;39276
Maisons-Alfort - Alfortville;94700;94;7451259;13624825;13921116;14180872;14204397;14171754
Bièvres;91570;91;233168;426162;444063;467275;481167;493181
Trilport;77470;77;655289;1199192;1208595;1227870;1222022;1211959
Nanteuil - Saâcy;77730;77;369657;675245;692771;728946;730459;727008
Châteaubriant;44110;44;17166;24437;22439;27774;29438;29349
Maisons-Laffitte;78600;78;4700593;8594609;8358173;8149225;7842005;7549498
Biganos Facture;33380;33;822839;1198105;1067421;1080592;964922;987477
Trith-Saint-Léger;59125;59;8527;10673;11113;9167;9882;9793
Neau;53150;53;2608;4470;5280;5048;3814;3924
Château-l'Évêque;24460;24;1671;1871;1317;1091;895;1163
Mâlain;21410;21;36504;35042;33070;34726;35658;35307
Bischwiller;67240;67;619176;820996;747353;722573;676294;700033
Tronsanges;58400;58;4133;4260;4389;5034;5006;4861
Négrondes;24460;24;1806;2425;1607;1898;2600;2202
Châteaulin;29150;29;20984;32682;26892;15531;28101;39666
Malesherbes;45330;45;224094;411354;431003;452088;463114;476343
Blanquefort;33290;33;125211;198852;140956;129560;123025;145494
Troyes;10014;10;923944;1380995;1325089;1402309;1327843;1372489
Nemours - Saint-Pierre;77140;77;824697;1507877;1532858;1565806;1563912;1561329
Châteauroux;36000;36;700057;1006520;910567;984930;938803;981109
Mamirolle;25620;25;15420;21159;17418;19376;17105;18392
Boisseaux;45480;45;5241;7250;7042;6416;5823;5618
Turenne;19500;19;297;324;504;587;425;400
Neuilly - Porte Maillot;75017;75;2566267;4692161;4984005;5342068;5600997;5844164
Châtelaillon-Plage;17340;17;56464;85288;68306;87581;78511;81090
Marcheprime;33380;33;412522;562436;468003;439305;394714;391249
Boissise-le-Roi;77310;77;70658;129195;129907;132082;131326;130124
Uchaud;30620;30;2249;1696;1813;1729;1804;2275
Neuilly-Saint-Front;02470;2;270;861;2005;2191;2920;3696
Châtillon d'Azergues;69380;69;13629;19714;16175;17707;22861;23326
Mareil-sur-Mauldre;78124;78;46705;85503;82238;79678;75375;71077
Bonneval;28800;28;28093;42944;35211;37827;36828;43229
Urt;64240;64;3384;5912;2703;2326;1563;2153
Neuves-Maisons;54230;54;13677;26275;20336;17214;16825;23481
Chaville - Vélizy;92370;92;824196;1505780;1623827;1754176;1860522;1963899
Marly-le-Roi;78160;78;1082278;1978907;2099153;2242841;2347923;2262911
Bonnières-sur-Seine;78270;78;348167;636589;665715;713057;749898;789125
Val de Fontenay;94120;94;9676344;17693555;17739617;17900299;17683219;17396627
Niolon;13016;13;27090;34070;29873;31446;29452;34892
Chaville Rive Gauche;92370;92;510085;932646;1000355;1067926;1123009;1180143
Marmagne sous Creusot;71710;71;113;89;156;96;220;275
Bons-en-Chablais;74890;74;112950;131097;116255;150040;132355;127442
Val-de-Vesle;51360;51;12758;12017;13331;15922;13592;13162
Nogent-l'Artaud - Charly;02310;2;283466;490265;440909;421798;380751;376537
Chedde;74190;74;15047;20478;21249;22641;23305;22703
Marquillies;59274;59;8753;18664;16557;17314;19534;20913
Boucau;64340;64;5206;8764;6848;6094;5767;7913
Valence;26000;26;1699879;2679841;2261884;2618268;2564705;2651104
Nort-sur-Erdre;44390;44;198720;347537;337854;335380;298998;265831
Chemillé-en-Anjou;49120;49;113372;196136;181891;214149;207283;222088
Marseille Blancarde;13004;13;490704;630546;530434;545163;475085;399587
Bouffémont - Moisselles;95570;95;581931;1064575;1078777;1036366;1000990;962706
Valleroy - Moineville;54910;54;3707;7166;5797;6264;7290;11184
Notre-Dame de Briançon;73260;73;3517;5366;4143;5160;5457;5632
Chenonceaux;37150;37;30101;45390;44593;48742;48162;46471
Martigues;13500;13;17300;40292;41142;50797;47404;52934
Boulainvilliers;75016;75;1712070;3130349;3290898;3484634;3615337;3728741
Vallorcine;74660;74;7531;12214;10627;8769;8698;8620
Obermodern-Zutzendorf;67330;67;176550;233388;244237;245810;245036;242664
Chépy - Valines;80210;80;235;2897;5618;6434;7417;7049
Maule;78580;78;167035;305405;303254;302193;295486;287328
Boulouris sur Mer;83700;83;13038;19593;11894;15423;22844;25803
Valognes;50700;50;178477;296857;271835;306272;296430;314459
Ogeu-les-Bains;64680;64;6253;9014;7030;8225;7214;7582
Chevillon;52170;52;1822;1416;1571;1193;1393;2683
Mauzé-sur-le-Mignon;79210;79;68328;77183;67241;58614;51344;52534
Bourg-Bruche;67420;67;8323;7947;7918;8579;8146;8569
Vanves - Malakoff;92170;92;735901;1345635;1374446;1403674;1410456;1409674
Olonne-sur-Mer;85340;85;6788;8921;8271;6516;4641;3266
Chèvremont;90340;90;0;0;0;467;792;1111
Mayet;72360;72;16029;33455;36665;33544;34907;35328
Bourg-en-Bresse;01000;1;1517618;2213109;2078542;2267600;2160018;2230804
Varades - Saint-Florent le Vieil;44370;44;50557;90502;91923;97263;93008;89040
Orchamps;39700;39;47320;44978;46845;54095;53077;49207
Chinon;37500;37;134815;173825;148029;157353;150134;156720
Melun;77000;77;8634201;15787310;15706181;15647375;15301762;14897282
Bourg-Madame;66760;66;2767;4528;4557;4874;5349;7061
Varangéville - Saint-Nicolas;54110;54;289893;378727;365340;365778;318914;317417
Origny-en-Thiérache;02550;2;8383;5564;7553;11276;14697;14695
Chissay-en-Touraine;41400;41;2361;5992;7176;7711;8050;7393
Menton Garavan;06500;6;134461;296422;245995;287747;263260;264983
Boussay - La Bruffière;44190;44;11096;13195;14045;18605;16363;17921
Varennes-sur-Fouzon;36210;36;4499;3934;4331;3523;2660;2181
Orry-la-Ville - Coye;60560;60;1628037;2684474;2271286;2188964;1945950;1814885
Clères;76690;76;121898;173255;162020;163678;158190;160881
Mer;41500;41;176433;285636;266397;273336;264216;282408
Boussy-Saint-Antoine;91800;91;1907204;3487143;3585833;3677684;3712941;3725311
Vauboyen;78350;78;129068;236149;231041;228105;220594;212014
Ostricourt;59162;59;154006;214019;200465;208308;199105;199904
Clermont de l'Oise;60600;60;886798;1226213;1158716;1225192;1162595;1169331
Mériel;95630;95;215745;394514;378755;369878;355864;341878
Brax - Léguevin;31490;31;185053;218747;238862;284092;299643;332245
Vaulry;87140;87;0;229;150;23;38;115
Oudon;44521;44;58585;105807;109963;117191;108209;98238
Clerval;25340;25;39726;52180;44943;56309;46612;47372
Meulan - Hardricourt;78250;78;297677;544247;515702;488974;452944;464652
Brazey-en-Plaine;21470;21;28595;36997;36959;43808;43048;43147
Vendeuvre-sur-Barse;10140;10;31182;44126;38423;38538;36815;43824
Oullins;69600;69;114348;164130;146425;165780;136158;129690
Cloyes-sur-le-Loir;28220;28;11071;14659;11289;11580;12263;14041
Mézériat;01660;1;40104;41775;41173;42703;39153;43827
Breteil;35160;35;59860;87850;78865;80861;86106;81703
Vendôme - Villiers-sur-Loir TGV;41100;41;352993;541542;522878;543290;531328;533198
Pagny-le-Château;21250;21;9037;9308;10308;11080;9126;8135
Coat Guégan;22390;22;318;637;1681;2851;3547;2796
Mézidon-Canon;14270;14;262789;373601;341993;386876;388251;397529
Bréval;78980;78;177277;324134;339493;361155;375428;387979
Verdun;55100;55;153225;171134;148521;162477;162409;171292
Pantin;93500;93;4377192;8005187;8231485;8472409;8551965;8605431
Collonges - Fontaines;69660;69;70106;92646;73055;68478;75524;83330
Milhac-d'Auberoche;24330;24;61;436;739;1010;678;209
Briançon;05100;5;124739;195851;177651;212292;228915;229994
Verrey-sous-Salmaise;21540;21;19592;19996;20264;24614;23721;25966
Paris Austerlitz;75013;75;12205444;22423095;22535671;24037704;23872118;24119239
Colmar Saint-Joseph;68000;68;64908;76016;78681;87336;84732;87946
Miniac-Morvan;35540;35;17;436;371;163;916;1223
Brignac;87400;87;64;98;65;251;163;72
Versailles Rive Droite;78000;78;3202186;5855418;5705373;5562438;5327810;5357929
Paris Saint-Lazare;75008;75;73026911;132519038;133426889;135749079;134286348;132303366
Colombier-Fontaine;25260;25;10622;14534;11952;14045;14728;14259
Mionnay;01390;1;54101;98182;90023;96332;101028;100975
Brignais;69530;69;248907;396473;343286;340581;297636;256171
Vert Galant;93420;93;4230640;7736030;7925679;8132589;8195679;8215190
Parthenay;79200;79;6148;24252;31913;39519;40421;43508
Colomiers Lycée International;31770;31;173458;218356;226691;291451;313762;318979
Moirans;38430;38;607901;961138;829115;932855;903412;939962
Brion - Laizy;71190;71;6147;4426;4329;4415;4523;5350
Veynes Dévoluy;05400;5;39723;77042;78109;93145;88367;92178
Pas des Lanciers;13730;13;89100;149364;139931;169168;166098;201498
Combourg;35270;35;271206;371925;333160;334961;328650;334446
Mommenheim;67670;67;211998;313139;283988;272518;263700;255341
Brionne;27800;27;10420;13096;9516;10354;8257;8258
Viarmes;95270;95;155538;284407;279178;270098;267292;264164
Peille;06440;6;8434;15368;9778;11081;10098;8002
Comines;59560;59;1058;2413;2357;2348;1690;3343
Monéteau - Gurgy;89470;89;11047;16007;16274;21150;16139;17069
Briouze;61220;61;24431;37420;34356;35494;34775;32692
Vic - Mireval;34110;34;20507;15609;13338;16084;17870;15990
Peillon Sainte-Thècle;06440;6;6534;11103;8759;9552;7515;6977
Conches-en-Ouche;27190;27;60470;110233;120154;130200;122007;126615
Monistrol-d'Allier;43580;43;1472;1776;1382;1960;1617;470
Broons;22250;22;28626;36462;31064;24009;20214;21995
Vichy;03200;3;1040617;1637292;1492395;1618912;1523365;1582311
Pérenchies;59840;59;45576;72519;71974;94338;99739;103683
Cosne-Cours-sur-Loire;58200;58;145387;202688;197774;223983;221177;243051
Montauban-de-Bretagne;35360;35;181650;266976;218045;212344;203332;206894
Bruges;33520;33;26358;51176;34218;29204;20215;26452
Vielmur-sur-Agout;81570;81;16881;21524;18237;20724;21009;24362
Perpignan;66027;66;1313182;1737732;1713031;2036464;1952608;2197968
Couliboeuf;14620;14;0;346;262;1002;1013;880
Montaudran;31000;31;32166;36930;22343;26320;26942;26387
Brumath;67170;67;528939;774137;704768;707467;652868;615729
Vignols - Saint-Solve;19130;19;38;51;96;374;275;365
Petit Vaux;91360;91;208995;382123;381720;384398;378563;371331
Coulommiers;77120;77;773068;1413685;1307147;1212158;1101461;997635
Montbartier;82700;82;47521;54779;43759;55637;54208;51823
Brunémont;59151;59;1376;3148;3269;3335;3496;4370
Villefranche-de-Rouergue;12200;12;40134;66546;60264;72893;71022;69147
Peyrehorade;40300;40;12908;19160;15140;18223;17959;20360
Courcay - Tauxigny;37310;37;3814;3709;6041;8599;13772;15474
Montbéliard;25200;25;497343;674765;605311;673070;619209;661564
Bruyères;88600;88;42714;50987;68676;68352;64305;62840
Villefranche-sur-Mer;06230;6;302865;672171;514310;646754;502192;509779
Pierre-Buffière;87260;87;21915;20396;17974;18866;20189;14953
Cramoisy;60660;60;1531;2906;4447;3834;3935;2273
Montdidier;80500;80;145743;198408;195937;204905;202426;209246
Buire-sur-l'Ancre;80300;80;2843;2990;2632;3036;2704;2244
Villefranque;64990;64;360;14;12;39;26;280
Pléchâtel;35470;35;25107;33192;23326;16583;21978;24308
Crécy-la-Chapelle;77580;77;104465;190995;187867;185303;179177;172569
Montgeron - Crosne;91230;91;2228559;4074620;4167597;4287891;4328950;4348527
Caen;14000;14;2369188;3837395;3429729;3859991;3713894;3938070
Villenave-d'Ornon;33140;33;7072;10500;8712;8779;8096;9619
Plouaret Trégor;22420;22;76436;120570;108058;126466;125498;134336
Croix - Wasquehal;59170;59;3694;7775;6510;6880;6973;10385
Montgeroult - Courcelles;95650;95;10475;19162;22831;27669;32647;31502
Cagnes-sur-Mer;06800;6;933846;1679587;1475745;1580673;1277645;1228108
Villeneuve-le-Roi;94290;94;862118;1576299;1602239;1635284;1637092;1629780
Plouvara - Plerneuf;22170;22;455;237;12;594;910;1176
Cros de Cagnes;06800;6;171568;276822;216465;224018;185346;179327
Montigny - Beauchamp;95250;95;2683306;4906007;5044611;5036237;5024855;4996765
Cahors;46000;46;329807;414505;373914;443887;435792;448317
Villeneuve-lès-Maguelone;34750;34;13808;12476;10572;14115;11151;9789
Pointe de Grave;33780;33;1720;1599;1161;877;832;534
Crouy-sur-Ourcq;77840;77;111182;204707;199897;198756;196972;190715
Montivilliers;76290;76;14499;22450;23296;30880;32244;35185
Calonne-Ricouart;62470;62;9333;54456;57276;65520;72788;70921
Villeparisis - Mitry-le-Neuf;77270;77;2553531;4668437;4567191;4475328;4306598;4124084
Pommevic;82400;82;0;28;0;248;654;563
Cuers - Pierrefeu;83390;83;49667;69744;52377;62805;50332;38719
Montluçon;03100;3;239140;376779;386620;432186;429584;475707
Cannes La Bocca;06150;6;130504;265590;272091;436793;244093;239710
Villepinte;93420;93;1451655;2654695;2575413;2495574;2374993;2254753
Pont d'Ardres;62610;62;3152;5059;4449;4420;3133;2989
Culmont - Chalindrey;52600;52;35598;60945;64635;78547;76315;100673
Montmorillon;86500;86;31402;40196;32379;46147;46247;47460
Cantin;59169;59;18436;46429;42550;45486;40890;44067
Villereversure;01250;1;2323;4444;4119;5214;4098;5430
Pont du Garigliano - Hôpital Européen Georges Pompidou;75015;75;1456644;2663328;2775337;2929009;3017162;3094718
Dannes - Camiers;62187;62;9337;10346;9826;11730;15102;13095
Montpon-Ménestérol;24700;24;138669;203218;160437;174259;171629;167973
Carcassonne;11000;11;743923;1020139;912037;1110910;1035276;1011434
Vincelles;89290;89;2504;4584;3004;4222;2495;2922
Pont-à-Mousson;54700;54;893093;1300377;1229133;1214638;1171744;1224280
Dardilly Le Jubin;69570;69;29694;38983;39246;42798;45995;53696
Montréjeau - Gourdan-Polignan;31210;31;117473;142214;140012;198316;226434;221161
Carignan;08110;8;10707;20213;20816;24363;28893;31371
Vincey;88450;88;16652;17932;17225;19685;21937;26350
Pontarlier;25300;25;227475;226216;219841;233759;220493;220621
Decize;58300;58;76531;118619;98052;117982;113635;126481
Montreuil-Bellay;49260;49;4470;6291;5807;5441;6366;7024
Cassis;13260;13;256099;367728;320576;339869;297811;283616
Vire;14500;14;50430;80187;71071;77151;75950;74891
Pontcharra sur Bréda;38530;38;607261;901957;806967;811218;755264;735110
Deluz;25960;25;1240;1352;597;1192;1207;1868
Montreuil-sur-Thérain;60134;60;4384;5769;4745;5019;4999;5185
Castelnau-d'Estrétefonds;31620;31;260427;286935;251266;293928;279538;259846
Vireux-Molhain;08320;8;45468;49956;47819;55273;55435;61673
Pont-du-Château;63430;63;42416;46360;44687;49169;49051;50059
Denain;59220;59;21192;36925;32400;31612;27110;28346
Montsûrs;53150;53;12317;29501;40391;45273;43528;39516
Castelsarrasin;82100;82;61749;76508;68087;82548;84572;86276
Viroflay Rive Gauche;78220;78;3080328;5633570;5330072;5067446;4726246;4389157
Pont-l'Évêque;14130;14;87929;140432;117581;143472;138940;141503
Dercy - Froidmont;02270;2;10378;9871;11496;13503;13129;13255
Morcenx;40110;40;173160;216259;184891;196185;178132;183129
Ceilhes - Roqueredonde;34260;34;674;359;2287;5297;5741;6476
Vitrolles Aéroport Marseille Provence;13127;13;464684;761167;713446;828581;814519;800001
Pontrieux;22260;22;3797;5501;5835;5388;3412;5943
Dieppe;76200;76;470724;696803;627539;631472;598995;642014
Mouans-Sartoux;06370;6;91143;165696;116753;41490;120438;126323
Cerizay;79140;79;465;535;483;315;322;474
Viviez - Decazeville;12110;12;9416;14050;14083;18038;16694;18483
Pont-sur-Yonne;89140;89;91022;135757;106156;128293;129337;148366
Digoin;71160;71;18097;19319;15496;19277;18785;21829
Mourmelon-le-Petit;51400;51;54197;79829;72417;79372;72917;76858
Cernay (Haut-Rhin);68700;68;439083;501097;466113;489727;495959;524242
Vivonne;86370;86;24729;34012;33548;37480;37010;43995
Pornic;44210;44;106737;148639;111603;103013;81644;40188
Dirinon;29460;29;4781;8153;4811;1248;1950;2467
Mouroux;77120;77;61718;112857;115847;120331;122066;123599
Cesson;77240;77;1141753;2087642;2141123;2215556;2243095;2259694
Watten - Éperlecques;62910;62;82999;113082;96927;101732;95636;95658
Pornichet;44380;44;91939;140577;120557;124705;114971;104745
Dissay;86130;86;23302;25212;25892;26942;26808;27494
Moustéru;22200;22;1277;1525;867;552;748;244
Cesson-Sévigné;35510;35;121307;181824;149097;147481;155119;161678
Xeuilley;54990;54;270;1154;1418;3770;4546;4643
Porte de Clichy;75017;75;2057835;3762544;3928691;4126841;4245846;4347686
Domblans - Voiteur;39210;39;35660;31832;34199;41499;41663;44879
Mouy - Bury;60250;60;167475;222346;199972;208109;214799;214117
Chabris;36210;36;21125;24538;21423;19859;16300;14791
Yerres;91330;91;2475259;4525768;4349907;4207385;3990066;3764066
Port-Vendres;66660;66;16364;27707;21974;24506;23462;26408
Dommartin - Remiencourt;80440;80;7769;8642;7171;8963;8823;8177
Narbonne;11100;11;1306928;1548627;1531995;1872714;1885076;1799799
Chagny;71150;71;368806;407081;392678;461275;439981;464343
Ygos-Saint-Saturnin;40100;40;24258;24844;26203;29843;27292;22433
Presles Courcelles;95590;95;182853;334990;340453;338305;323731;308675
Dompierre Sept Fons;03290;3;9188;14413;15074;17524;16866;17781
Naucelle;12800;12;15936;18942;13756;15434;14811;16082
Chaingy Fourneaux Plage;45380;45;8992;14271;11820;11992;9896;10526
Yvetot;76190;76;859465;1246459;1128661;1150146;1136542;1168746
Provenchères-sur-Fave;88490;88;424;454;2374;4339;4460;5463
Dordives;45680;45;19270;27353;40152;87871;213516;545489
Neussargues;15170;15;19089;23995;22999;27451;25844;24880
Chalonnes-sur-Loire;49290;49;122974;220250;227152;252698;247385;254597
Pruniers-en-Sologne;41200;41;5040;5929;5893;6212;7031;6279
Dourges;62119;62;190064;319230;309676;318832;300881;314252
Neuvy-Pailloux;36100;36;9523;9799;7259;6579;6793;7550
Chamalières-sur-Loire;43800;43;969;1866;1606;1245;1671;1652
Puyoô;64270;64;33039;43793;35064;42721;40671;44584
Dreux;28100;28;1149307;2008116;1838875;2042308;2075449;2236055
Nice Pont Michel;06088;6;13946;26770;20167;26358;22258;17235
Chambéry - Challes-les-Eaux;73010;73;3083693;4627258;4308759;4726917;4530294;4728250
Quiberon;56170;56;81868;116138;101288;102061;98968;100798
Duppigheim;67120;67;90922;138972;142482;143119;145130;139137
Nieul;87510;87;1496;2413;1458;2687;4450;4756
Chambly;60230;60;577172;842946;778674;895273;879434;813319
Quincieux;69650;69;60983;73920;63708;61464;53980;50481
Écouen - Ézanville;95440;95;1028707;1881227;1943954;1983810;1939326;1886129
Niversac;24330;24;6334;10885;7633;8215;7985;8202
Chamborigaud;30530;30;4899;6555;4313;5158;5442;5384
Raon-l'Étape;88110;88;105300;138751;130102;140633;137715;147703
Égly;91520;91;279760;511516;507089;507106;495986;483439
Nogent - Le Perreux;94130;94;2636106;4819859;4841770;4864227;4806191;4716682
Champ de Mars Tour Eiffel;75015;75;4346550;7947231;8715423;9575471;10321323;11088743
Rassuen;13270;13;1340;3035;2946;4220;3299;3614
Einvaux;54360;54;3416;5387;5113;5343;6779;8766
Nogent-sur-Seine;10400;10;154928;236647;212809;231987;230479;242112
Champagney;70290;70;52119;52227;44324;46864;43374;43545
Reichshoffen;67110;67;173062;203546;193569;192260;190859;191628
Émerainville - Pontault-Combault;77340;77;2596996;4748348;4801461;4898268;4892074;4864507
Noisy-le-Sec;93130;93;9568779;17495563;17492523;17446860;17100556;16693722
Champbenoist - Poigny;77160;77;120625;220552;215765;211940;204274;196027
Rémelfing;57200;57;3118;4828;5651;8016;9448;9714
Enghien-les-Bains;95880;95;4138595;7568159;7711048;7760343;7684943;7574604
Notre-Dame-d'Oé;37390;37;929;2473;2687;4050;2815;3594
Champigneulles;54250;54;12645;14994;11239;9340;13210;18940
Rethel;08300;8;282559;407434;362595;415115;413076;438181
Épernay;51200;51;598760;977468;878409;965577;920745;974950
Novillars;25220;25;3548;5509;4642;6307;5781;7068
Champigny sur Yonne;89340;89;57749;80015;53895;58963;58208;63772
Rives;38140;38;289043;437898;400918;423569;399620;425658
Epfig;67680;67;21334;26024;22409;24355;26404;30750
Nuits-Saint-Georges;21700;21;250485;303911;275836;302742;299429;317028
Champtocé-sur-Loire;49123;49;23453;37933;38102;32871;27185;28233
Rivesaltes;66600;66;63974;85145;72553;88885;82488;82009
Épierre - Saint-Léger;73220;73;24628;30020;29200;32609;28939;30275
Oderen;68830;68;16780;20299;20875;26678;26481;26341
Charbonnières-les-Bains;69260;69;227926;315943;302447;316262;294320;283231
Rixheim;68170;68;157881;251408;235204;246039;252248;254103
Erdre-Active;44240;44;27016;41140;33668;31751;23906;20552
Oissel;76350;76;272099;497653;429609;462998;431235;447927
Chartres;28000;28;2493354;3415025;3215899;3307062;3336844;3500835
Roanne;42300;42;773940;1174154;1065179;1251317;1187719;1207929
Err;66800;66;697;515;306;342;327;285
Ondres;40440;40;11897;15794;8719;8701;6185;7220
Chasseneuil-du-Poitou;86360;86;8414;13325;11034;10107;9360;9702
Rochy-Condé;60510;60;3031;4026;4373;4082;3196;2779
Esbly;77450;77;1279094;2338728;2311341;2296992;2236234;2166527
Ormoy-Villers;60800;60;19872;34935;36850;39181;34870;31704
Châteaubourg;35220;35;448423;581537;521666;523929;502365;487793
Romilly-sur-Seine;10100;10;279772;409010;365097;368871;368117;382773
Esches;60110;60;32345;44886;42395;44624;38543;32991
Orthez;64300;64;169870;223299;188896;212692;197993;214120
Châteauneuf-sur-Cher;18190;18;7441;10472;9070;11801;11263;13422
Ronchamp;70250;70;36900;41658;30923;31536;31724;33001
Estavar;66800;66;138;181;228;96;77;82
Osny;95520;95;221531;404587;448518;503619;551666;530495
Château-Renault;37110;37;52114;68702;58237;57896;61802;66646
Roppenheim;67930;67;9793;12481;10372;12334;14099;15631
Estrées-Saint-Denis;60190;60;35533;49403;43288;45439;45473;46836
Osséja;66340;66;360;422;335;263;273;615
Châtel - Nomexy;88330;88;131707;157888;135716;144276;140333;147867
Rosières-aux-Salines;54110;54;245210;258904;219305;205028;210400;193328
Esvres sur Indre;37320;37;17079;25371;28381;24786;22696;21833
Parempuyre;33290;33;27698;52843;34682;23953;18296;19234
Châtelaudren - Plouagat;22170;22;9087;11356;10169;11001;10492;8646
Rosult;59230;59;45264;68125;63529;67731;61394;64914
Étival-Clairefontaine;88480;88;35050;55177;53701;58476;54882;57310
Parent - Coudes - Champeix;63270;63;47895;63985;55894;61344;59023;62453
Chaugey;21170;21;10429;9833;9327;15049;13434;14777
Rothau;67570;67;139330;190602;187459;194915;190673;190150
Étréchy;91580;91;377874;690936;715653;746860;762887;775908
Pauillac;33250;33;48177;86219;60960;56590;50884;59029
Chessy;69380;69;10315;19161;19730;20849;27764;26779
Roubaix;59100;59;138506;276590;233584;203234;162130;138692
Eu;76260;76;21903;19477;23158;31177;32507;37137
Périgueux;24000;24;714445;1047820;959698;1118480;1086106;1128336
Chilly-Mazarin;91380;91;561647;1027095;1025321;1033197;1018999;998852
Rouessé-Vassé;72140;72;1363;3248;2902;1925;2492;2716
Évron;53600;53;116687;202621;226638;240159;234454;226459
Pérols-sur-Vézère;19170;19;322;171;195;170;104;221
Chirac;48100;48;59;22;15;25;15;87
Rouffach;68250;68;195250;260347;242550;248589;231601;227881
Eymoutiers Vassivière;87120;87;34711;44042;34357;39685;38791;39292
Peyrilhac - Saint-Jouvent;87510;87;268;275;332;461;411;131
Chocques;62920;62;3389;5799;4462;5183;6643;6723
Rouillé;86480;86;8279;11199;7829;8552;8653;7773
Farébersviller;57450;57;930;2505;2646;3296;3169;3275
Phalempin;59133;59;256518;413987;380021;382441;341703;354358
Choisy-le-Roi;94600;94;7241618;13240339;13621599;14029876;14178267;14267343
Royan;17200;17;197601;288334;228154;279978;281593;297748
Farschviller;57450;57;18309;19952;22125;21467;20970;21087
Pierrelaye;95480;95;716458;1309897;1304587;1276008;1243565;1207581
Cinq-Mars-la-Pile;37130;37;81152;113762;106829;98350;92624;92784
Rozières-sur-Mouzon;88320;88;6;11;9;49;76;27
Faubourg d'Orléans;41200;41;167137;151795;142480;151007;164514;153569
Plaisir - Grignon;78370;78;1551308;2824885;2913422;3031163;3086849;3129448
Ciry-le-Noble;71420;71;3661;3715;1992;2696;2001;1470
Ruffec;16700;16;53148;73937;70610;85212;89498;96835
Fegersheim - Lipsheim;67640;67;114143;173492;160948;176345;215753;204680
Poix-Terron;08430;8;87037;89351;79069;77877;70173;62413
Civrieux-d'Azergues;69380;69;4584;6347;6617;8588;5739;5073
Rully;71150;71;29406;28812;24595;23776;23150;24306
Felletin;23500;23;281;3208;2634;4007;4390;5673
Pompey;54340;54;48312;77858;68591;56376;53234;60930
Clelles - Mens;38930;38;16136;22305;21559;25611;23126;24319
